name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,sport_class,url
DONOHOE Alistair,DONOHOE A,Male,1995-03-03,"NHULUNBUY, NT",Australia,Australia,AUS,Cycling Track,CTR,"MELBOURNE, VIC",Australia,C5,../../../en/results/cycling-track/athlete-profile-n1404418-donohoe-alistair.htm
DOPLIHAR Anej,DOPLIHAR A,Male,1993-06-22,,,Slovenia,SLO,Cycling Road,CRD,NOVA GORICA,Slovenia,H3,../../../en/results/cycling-road/athlete-profile-n1475457-doplihar-anej.htm
DORE Caitlin,DORE C,Female,1996-06-09,CHRISTCHURCH,New Zealand,New Zealand,NZL,Athletics,ATH,DUNEDIN,New Zealand,F37,../../../en/results/athletics/athlete-profile-n1616438-dore-caitlin.htm
DORONINA Veronika,DORONINA V,Female,1995-12-14,CHAPAYEVSK,Russian Federation,RPC,RPC,Athletics,ATH,MOSCOW,Russian Federation,T34,../../../en/results/athletics/athlete-profile-n1353682-doronina-veronika.htm
DOROSHENKO Andrii,DOROSHENKO A,Male,1987-09-07,ROZDILNA,Ukraine,Ukraine,UKR,Shooting,SHO,ODESSA,Ukraine,SH1,../../../en/results/shooting/athlete-profile-n1378456-doroshenko-andrii.htm
DOROSHENKO Oleksandr,DOROSHENKO O,Male,1981-09-01,CHERNIHIV,Ukraine,Ukraine,UKR,Athletics,ATH,CHERKASY,Ukraine,F38,../../../en/results/athletics/athlete-profile-n1310857-doroshenko-oleksandr.htm
DORRIS Danielle,DORRIS D,Female,2002-09-22,"FREDERICTON, NB",Canada,Canada,CAN,Swimming,SWM,"MONCTON, NB",Canada,"S7,SM7",../../../en/results/swimming/athlete-profile-n1543693-dorris-danielle.htm
DORSMAN Rogier,DORSMAN R,Male,1999-07-28,HEERJANSDAM,Netherlands,Netherlands,NED,Swimming,SWM,AMERSFOORT,Netherlands,"S11,SB11,SM11",../../../en/results/swimming/athlete-profile-n1706382-dorsman-rogier.htm
dos SANTOS ARAUJO Gabriel Geraldo,dos SANTOS ARAUJO,Male,2002-03-16,SANTA LUZIA,Brazil,Brazil,BRA,Swimming,SWM,BRAZIL,,S2,../../../en/results/swimming/athlete-profile-n1377418-dos-santos-araujo-gabriel-geraldo.htm
dos SANTOS Eliseu,dos SANTOS E,Male,1976-11-15,TELEMACO BORBA,Brazil,Brazil,BRA,Boccia,BOC,PINHAIS,Brazil,BC4,../../../en/results/boccia/athlete-profile-n1337997-dos-santos-eliseu.htm
dos SANTOS Jhulia Karol,dos SANTOS JK,Female,1991-09-18,TERRA SANTA,Brazil,Brazil,BRA,Athletics,ATH,RIO DE JANEIRO,Brazil,T11,../../../en/results/athletics/athlete-profile-n1361174-dos-santos-jhulia-karol.htm
dos SANTOS Marcelo,dos SANTOS M,Male,1972-09-10,TELEMACO BORBA,Brazil,Brazil,BRA,Boccia,BOC,PINHAIS,Brazil,BC4,../../../en/results/boccia/athlete-profile-n1365664-dos-santos-marcelo.htm
DOSMALOVA Kamilya,DOSMALOVA K,Female,1992-08-11,KYZYLORDA,Kazakhstan,Kazakhstan,KAZ,Taekwondo,TKW,ALMATY,Kazakhstan,K44,../../../en/results/taekwondo/athlete-profile-n1717075-dosmalova-kamilya.htm
DOSTY Whitney,DOSTY W,Female,1988-02-25,"TUCSON, AZ",United States of America,United States of America,USA,Sitting Volleyball,VBS,"TUCSON, AZ",United States of America,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1691702-dosty-whitney.htm
DRAG Przemyslaw,DRAG P,Male,2002-03-25,,,Poland,POL,Swimming,SWM,CZESTOCHOWA,Poland,"S11,SB11",../../../en/results/swimming/athlete-profile-n1378453-drag-przemyslaw.htm
DRAGANOV-CORDAS Katarina,DRAGANOV-CORDAS K,Female,1995-11-28,,,Serbia,SRB,Swimming,SWM,ENNS,Austria,S2,../../../en/results/swimming/athlete-profile-n1727911-draganov-cordas-katarina.htm
DRAHONINSKY David,DRAHONINSKY D,Male,1982-05-19,KAPLICE,Czech Republic,Czech Republic,CZE,Archery,ARC,PRAGUE,Czech Republic,W1,../../../en/results/archery/athlete-profile-n1406047-drahoninsky-david.htm
DRAKE VEGA Oniger Jesus,DRAKE VEGA OJ,Male,1972-05-24,CARDENAS,Cuba,Cuba,CUB,Powerlifting,PWL,,,PWL,../../../en/results/powerlifting/athlete-profile-n1326709-drake-vega-oniger-jesus.htm
DRANSFIELD Caitlin,DRANSFIELD C,Female,1991-01-13,,,Australia,AUS,Badminton,BDM,"PERTH, WA",Australia,SL4,../../../en/results/badminton/athlete-profile-n1407258-dransfield-caitlin.htm
DREIMUELLER Nico,DREIMUELLER N,Male,1997-12-10,FRANKFURT AM MAIN,Germany,Germany,GER,Wheelchair Basketball,WBK,,,2.0,../../../en/results/wheelchair-basketball/athlete-profile-n1379522-dreimueller-nico.htm
DREOCK KAESER Angelika,DREOCK KAESER A,Female,1967-03-02,BREMERVORDE,Germany,Germany,GER,Cycling Road,CRD,GERMANY,,T2,../../../en/results/cycling-road/athlete-profile-n1518033-dreock-kaeser-angelika.htm
DRESING Heidemarie,DRESING H,Female,1955-06-24,HAGEN,Germany,Germany,GER,Equestrian,EQU,,,GII,../../../en/results/equestrian/athlete-profile-n1365183-dresing-heidemarie.htm
DRETAR KARIC Helena,DRETAR KARIC H,Female,1979-11-28,VARAZDIN,Croatia,Croatia,CRO,Table Tennis,TTE,VARAZDIN,Croatia,3,../../../en/results/table-tennis/athlete-profile-n1337513-dretar-karic-helena.htm
DROZDZ Kinga,DROZDZ K,Female,1994-09-06,BEDZIN,Poland,Poland,POL,Wheelchair Fencing,WFE,WARSAW,Poland,A,../../../en/results/wheelchair-fencing/athlete-profile-n1698672-drozdz-kinga.htm
du PLESSIS Daniel,du PLESSIS D,Male,1993-11-04,BELLVILLE,South Africa,South Africa,RSA,Athletics,ATH,PRETORIA,South Africa,T62,../../../en/results/athletics/athlete-profile-n1360907-du-plessis-daniel.htm
du PREEZ Nicolas Pieter,du PREEZ NP,Male,1980-01-14,JOHANNESBURG,South Africa,South Africa,RSA,Cycling Road,CRD,,,H1,../../../en/results/cycling-road/athlete-profile-n1302806-du-preez-nicolas-pieter.htm
du TOIT Charl,du TOIT C,Male,1993-03-26,PRETORIA,South Africa,South Africa,RSA,Athletics,ATH,STELLENBOSCH,South Africa,T37,../../../en/results/athletics/athlete-profile-n1360876-du-toit-charl.htm
DUARTE RUAS CUSTODIO Ana Carolina,DUARTE RUAS CUSTO.,Female,1987-04-23,RIO DE JANEIRO,Brazil,Brazil,BRA,Goalball,GBL,,,B2,../../../en/results/goalball/athlete-profile-n1352371-duarte-ruas-custodio-ana-carolina.htm
DUBROV Denys,DUBROV D,Male,1989-01-10,DNIPRO,Ukraine,Ukraine,UKR,Swimming,SWM,DNIPRO,Ukraine,"S8,SM8",../../../en/results/swimming/athlete-profile-n1341331-dubrov-denys.htm
DUCHESNE Sabrina,DUCHESNE S,Female,2001-04-17,"QUEBEC, QC",Canada,Canada,CAN,Swimming,SWM,"QUEBEC, QC",Canada,S7,../../../en/results/swimming/athlete-profile-n1543694-duchesne-sabrina.htm
DUCRET Jordan,DUCRET J,Male,1995-11-08,SENS,France,France,FRA,Wheelchair Rugby,WRU,DOMPIERRE-SUR-YON,France,1.0,../../../en/results/wheelchair-rugby/athlete-profile-n1358026-ducret-jordan.htm
DUE&Ntilde;AS Diego German,DUE&Ntilde;AS DG,Male,1990-05-17,BOGOTA,Colombia,Colombia,COL,Cycling Road,CRD,SOGAMOSO,Colombia,C4,../../../en/results/cycling-road/athlete-profile-n1692746-duenas-diego-german.htm
DUENAS Diego German,DUENAS DG,Male,1990-05-17,BOGOTA,Colombia,Colombia,COL,Cycling Track,CTR,SOGAMOSO,Colombia,C4,../../../en/results/cycling-track/athlete-profile-n1692746-duenas-diego-german.htm
DUKE Kyron,DUKE K,Male,1992-10-12,CWMBRAN,Great Britain,Great Britain,GBR,Athletics,ATH,CWMBRAN,Great Britain,F41,../../../en/results/athletics/athlete-profile-n1727779-duke-kyron.htm
DUMAN Besra,DUMAN B,Female,2001-01-10,VAN,Turkey,Turkey,TUR,Powerlifting,PWL,KONYA,Turkey,PWL,../../../en/results/powerlifting/athlete-profile-n1729560-duman-besra.htm
DUMAN Hatice,DUMAN H,Female,1994-08-12,BALIKESIR,Turkey,Turkey,TUR,Table Tennis,TTE,,,3,../../../en/results/table-tennis/athlete-profile-n1729583-duman-hatice.htm
DUNDZYS Donatas,DUNDZYS D,Male,1991-12-04,ALYTUS,Lithuania,Lithuania,LTU,Athletics,ATH,ALYTUS,Lithuania,F37,../../../en/results/athletics/athlete-profile-n1727901-dundzys-donatas.htm
DUNLEVY Katie-George,DUNLEVY KG,Female,1981-11-26,CRAWLEY,Great Britain,Ireland,IRL,Cycling Road,CRD,CRAWLEY,Great Britain,B,../../../en/results/cycling-road/athlete-profile-n1301793-dunlevy-katie-george.htm
DUNLEVY Katie-George,DUNLEVY KG,Female,1981-11-26,CRAWLEY,Great Britain,Ireland,IRL,Cycling Track,CTR,CRAWLEY,Great Britain,B,../../../en/results/cycling-track/athlete-profile-n1301793-dunlevy-katie-george.htm
DUNN Martyn,DUNN M,Male,1992-12-25,,,Australia,AUS,Wheelchair Tennis,WTE,,,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1407272-dunn-martyn.htm
DUNN Reece,DUNN R,Male,1995-09-19,,,Great Britain,GBR,Swimming,SWM,PLYMOUTH,Great Britain,"S14,SM14",../../../en/results/swimming/athlete-profile-n1725322-dunn-reece.htm
DUPIK Alexandra,DUPIK A,Female,1986-10-05,,,RPC,RPC,Canoe Sprint,CSP,YEGORYEVSK,Russian Federation,KL1,../../../en/results/canoe-sprint/athlete-profile-n1303294-dupik-alexandra.htm
DUPLESSIS Danielle,DUPLESSIS D,Female,1997-07-17,"FREDERICTON, NB",Canada,Canada,CAN,Wheelchair Basketball,WBK,,,4.5,../../../en/results/wheelchair-basketball/athlete-profile-n1561913-duplessis-danielle.htm
DURAN Mirzet,DURAN M,Male,1986-10-13,FOCA,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Sitting Volleyball,VBS,SARAJEVO,Bosnia and Herzegovina,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1762596-duran-mirzet.htm
DURAND ELIAS Omara,DURAND ELIAS O,Female,1991-11-26,SANTIAGO DE CUBA,Cuba,Cuba,CUB,Athletics,ATH,SANTIAGO DE CUBA,Cuba,T12,../../../en/results/athletics/athlete-profile-n1288865-durand-elias-omara.htm
DURIC Nebojsa,DURIC N,Male,1987-10-17,UZICE,Serbia,Serbia,SRB,Athletics,ATH,UZICE,Serbia,F55,../../../en/results/athletics/athlete-profile-n1725023-duric-nebojsa.htm
DUSHKIN Dmitry,DUSHKIN D,Male,1988-11-29,TUROCHAK,Russian Federation,RPC,RPC,Athletics,ATH,KHANTY-MANSIYSK,Russian Federation,F40,../../../en/results/athletics/athlete-profile-n1353683-dushkin-dmitry.htm
DUSKOVA Vendula,DUSKOVA V,Female,1998-06-04,KARLOVY VARY,Czech Republic,Czech Republic,CZE,Swimming,SWM,CZECH REPUBLIC,,"SB7,SM8,S8",../../../en/results/swimming/athlete-profile-n1436741-duskova-vendula.htm
DUVAL Meirycoll,DUVAL M,Female,1994-10-13,BELO HORIZONTE,Brazil,Brazil,BRA,Wheelchair Tennis,WTE,BELO HORIZONTE,Brazil,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1361668-duval-meirycoll.htm
DUZGUN Tekin Okan,DUZGUN T,Male,1988-05-24,ANKARA,Turkey,Turkey,TUR,Goalball,GBL,,,B1,../../../en/results/goalball/athlete-profile-n1729643-duzgun-tekin-okan.htm
DVORSKYI Yurii,DVORSKYI Y,Male,1986-12-27,,,Ukraine,UKR,Swimming,SWM,SLOVIANSK,Ukraine,"SM3,S3,SB2",../../../en/results/swimming/athlete-profile-n1436606-dvorskyi-yurii.htm
DZHATIEV David,DZHATIEV D,Male,2002-08-16,VLADIKAVKAZ,Russian Federation,RPC,RPC,Athletics,ATH,VLADIKAVKAZ,Russian Federation,T35,../../../en/results/athletics/athlete-profile-n1353681-dzhatiev-david.htm
DZOBA-BALYAN Roksolana,DZOBA-BALYAN R,Female,1982-10-03,LVIV,Ukraine,Ukraine,UKR,Archery,ARC,LVIV,Ukraine,W2,../../../en/results/archery/athlete-profile-n1314105-dzoba-balyan-roksolana.htm
EACHUS Patricia,EACHUS P,Female,1989-09-26,ZURICH,Switzerland,Switzerland,SUI,Athletics,ATH,,,T54,../../../en/results/athletics/athlete-profile-n1521534-eachus-patricia.htm
EAGLESHAM Phil,EAGLESHAM P,Male,1981-10-26,DUNGANNON,Great Britain,Ireland,IRL,Shooting,SHO,TAUNTON,Great Britain,SH2,../../../en/results/shooting/athlete-profile-n1302942-eaglesham-phil.htm
EATON Kaitlyn,EATON K,Female,1994-08-17,"HOUSTON, TX",United States of America,United States of America,USA,Wheelchair Basketball,WBK,"CHAMPAIGN, IL",United States of America,1.5,../../../en/results/wheelchair-basketball/athlete-profile-n1691745-eaton-kaitlyn.htm
EBERHARDT Fernando,EBERHARDT F,Male,1977-06-21,,Argentina,Argentina,ARG,Table Tennis,TTE,ARGENTINA,,1,../../../en/results/table-tennis/athlete-profile-n1407031-eberhardt-fernando.htm
ECHEVERRIA Omar,ECHEVERRIA O,Male,1981-04-26,MERIDA,Mexico,Mexico,MEX,Archery,ARC,PLAYA DEL CARMEN,Mexico,W2,../../../en/results/archery/athlete-profile-n1638650-echeverria-omar.htm
EDER Natalija,EDER N,Female,1980-08-06,GRODNO,Belarus,Austria,AUT,Athletics,ATH,,,F12,../../../en/results/athletics/athlete-profile-n1341696-eder-natalija.htm
EDMISTON Sarah,EDMISTON S,Female,1975-09-08,LOWER HUTT,New Zealand,Australia,AUS,Athletics,ATH,"PERTH, WA",Australia,F44,../../../en/results/athletics/athlete-profile-n1415969-edmiston-sarah.htm
EDMONDSON Andrew,EDMONDSON A,Male,1990-06-24,,,Australia,AUS,Wheelchair Rugby,WRU,,,2.0,../../../en/results/wheelchair-rugby/athlete-profile-n1425582-edmondson-andrew.htm
EDO BELTRAN Ariadna,EDO BELTRAN A,Female,1998-07-01,CASTELLON DE LA PLANA,Spain,Spain,ESP,Swimming,SWM,MADRID,Spain,"S13,SB13,SM13",../../../en/results/swimming/athlete-profile-n1531765-edo-beltran-ariadna.htm
EDWARDS Evie,EDWARDS E,Female,1994-12-13,,,Great Britain,GBR,Boccia,BOC,,,BC4,../../../en/results/boccia/athlete-profile-n1698807-edwards-evie.htm
EDWARDS Lewis,EDWARDS L,Male,1998-07-06,,,Great Britain,GBR,Wheelchair Basketball,WBK,BRIGHTON,Great Britain,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1717435-edwards-lewis.htm
EFETURK Ahmet,EFETURK A,Male,1995-08-31,,,Turkey,TUR,Wheelchair Basketball,WBK,IZMIR,Turkey,4.0,../../../en/results/wheelchair-basketball/athlete-profile-n1729919-efeturk-ahmet.htm
EFROSININ Egor,EFROSININ E,Male,1998-06-17,BIYSK,Russian Federation,RPC,RPC,Swimming,SWM,BIYSK,Russian Federation,"SB7,SM7,S7",../../../en/results/swimming/athlete-profile-n1309708-efrosinin-egor.htm
EGBERINK Tom,EGBERINK T,Male,1992-12-22,HARDENBERG,Netherlands,Netherlands,NED,Wheelchair Tennis,WTE,DALEN,Netherlands,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1705966-egberink-tom.htm
EGBERT Parker,EGBERT P,Male,2003-08-06,"GREENWOOD, SC",United States of America,United States of America,USA,Swimming,SWM,,,"S14,SM14",../../../en/results/swimming/athlete-profile-n1690712-egbert-parker.htm
EGGER Elisabeth,EGGER E,Female,1996-06-07,LINZ,Austria,Austria,AUT,Cycling Road,CRD,AUSTRIA,,H3,../../../en/results/cycling-road/athlete-profile-n1348427-egger-elisabeth.htm
EGILUZ IBARGUEN Agurtzane,EGILUZ IBARGUEN A,Female,1997-04-18,VITORIA-GASTEIZ,Spain,Spain,ESP,Wheelchair Basketball,WBK,VITORIA-GASTEIZ,Spain,3.0,../../../en/results/wheelchair-basketball/athlete-profile-n1497939-egiluz-ibarguen-agurtzane.htm
EIJSSEN Rob,EIJSSEN R,Male,1991-01-11,OVERPELT,Belgium,Belgium,BEL,Goalball,GBL,OVERPELT,Belgium,B1,../../../en/results/goalball/athlete-profile-n1475141-eijssen-rob.htm
EIVAZI Reza,EIVAZI R,Male,1999-01-02,QOM,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Wheelchair Basketball,WBK,QOM,Islamic Republic of Iran,4.0,../../../en/results/wheelchair-basketball/athlete-profile-n1558543-eivazi-reza.htm
EJIKE Lucy,EJIKE L,Female,1977-10-16,ENUGU,Nigeria,Nigeria,NGR,Powerlifting,PWL,ENUGU,Nigeria,PWL,../../../en/results/powerlifting/athlete-profile-n1590700-ejike-lucy.htm
EKLER Luca,EKLER L,Female,1998-10-28,GYOR,Hungary,Hungary,HUN,Athletics,ATH,BUDAPEST,Hungary,T38,../../../en/results/athletics/athlete-profile-n1728641-ekler-luca.htm
EL GARAA Hayat,EL GARAA H,Female,1996-03-02,,,Morocco,MAR,Athletics,ATH,,,F41,../../../en/results/athletics/athlete-profile-n1360512-el-garaa-hayat.htm
EL GARRAA Najat,EL GARRAA N,Female,1982-07-27,TEMARA,Morocco,Morocco,MAR,Powerlifting,PWL,TEMARA,Morocco,PWL,../../../en/results/powerlifting/athlete-profile-n1436826-el-garraa-najat.htm
EL HADDAOUI RABII Youssef,EL HADDAOUI RABII,Male,1988-12-28,LARACHE,Morocco,Spain,ESP,Football 5-a-side,FB5,REUS,Spain,B1,../../../en/results/football-5-a-side/athlete-profile-n1531766-el-haddaoui-rabii-youssef.htm
EL HARTI Abdelhadi,EL HARTI A,Male,1982-06-11,CASABLANCA,Morocco,Morocco,MAR,Athletics,ATH,PARIS,France,T46,../../../en/results/athletics/athlete-profile-n1432962-el-harti-abdelhadi.htm
EL IDRISSI Fatima Ezzahra,EL IDRISSI FE,Female,1995-07-19,AL KHMISSAT,Morocco,Morocco,MAR,Athletics,ATH,AL KHMISSAT,Morocco,T12,../../../en/results/athletics/athlete-profile-n1483991-el-idrissi-fatima-ezzahra.htm
EL KASSIOUI Fouzia,EL KASSIOUI F,Female,1992-01-01,BENSLIMANE,Morocco,Morocco,MAR,Athletics,ATH,BENSLIMANE,Morocco,F33,../../../en/results/athletics/athlete-profile-n1432966-el-kassioui-fouzia.htm
EL LATIF Aikaterini,EL LATIF A,Female,1982-05-10,,,Greece,GRE,Cycling Road,CRD,GREECE,,T2,../../../en/results/cycling-road/athlete-profile-n1723741-el-latif-aikaterini.htm
ELDAKRORY,ELDAKRORY,Male,1988-11-12,,Kuwait,Egypt,EGY,Badminton,BDM,CAIRO,Egypt,SU5,../../../en/results/badminton/athlete-profile-n1722447-eldakrory.htm
ELELFAT Mohamed,ELELFAT M,Male,1979-06-25,SHIBIN AL KAWM,Egypt,Egypt,EGY,Powerlifting,PWL,GHARBIA,Egypt,PWL,../../../en/results/powerlifting/athlete-profile-n1465450-elelfat-mohamed.htm
ELELIMAT Faten,ELELIMAT F,Female,1994-02-03,AZ ZARQA,Jordan,Jordan,JOR,Table Tennis,TTE,AMMAN,Jordan,4,../../../en/results/table-tennis/athlete-profile-n1358540-elelimat-faten.htm
ELGABRY Hassnaa,ELGABRY H,Female,1996-03-04,,,Egypt,EGY,Goalball,GBL,,,B2,../../../en/results/goalball/athlete-profile-n1709055-elgabry-hassnaa.htm
ELKHARSA Ahmed,ABDELFATAH A,Male,1997-09-27,,,Egypt,EGY,Sitting Volleyball,VBS,,,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1706849-elkharsa-ahmed.htm
ELLINGTON Sarah,ELLINGTON S,Female,1989-11-01,,,New Zealand,NZL,Cycling Road,CRD,AUCKLAND,New Zealand,C2,../../../en/results/cycling-road/athlete-profile-n1616453-ellington-sarah.htm
ELLINGTON Sarah,ELLINGTON S,Female,1989-11-01,,,New Zealand,NZL,Cycling Track,CTR,AUCKLAND,New Zealand,C2,../../../en/results/cycling-track/athlete-profile-n1616453-ellington-sarah.htm
ELLIOT Alexander,ELLIOT A,Male,1996-07-05,"KITCHENER, ON",Canada,Canada,CAN,Swimming,SWM,CANADA,,"S10,SM10",../../../en/results/swimming/athlete-profile-n1543695-elliot-alexander.htm
Elliott Andre Alexander LOONSTRA ,LOONSTRA EAA,Male,1990-01-18,ORANJESTAD,Aruba,Aruba,ARU,Taekwondo,TKW,ORANJESTAD,Aruba,K44,../../../en/results/taekwondo/athlete-profile-n1446080-elliott-andre-alexander-loonstra-.htm
ELLIS Danielle,ELLIS D,Female,1991-11-17,"WHITE ROCK, BC",Canada,Canada,CAN,Sitting Volleyball,VBS,,,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1553441-ellis-danielle.htm
ELLIS Dave,ELLIS D,Male,1986-07-12,NOTTINGHAM,Great Britain,Great Britain,GBR,Triathlon,TRI,MANCHESTER,Great Britain,PTVI3,../../../en/results/triathlon/athlete-profile-n1711025-ellis-dave.htm
ELMALI Havva,ELMALI H,Female,2003-08-12,,,Turkey,TUR,Athletics,ATH,,,T11,../../../en/results/athletics/athlete-profile-n1729620-elmali-havva.htm
ELMHOLT Morten,ELMHOLT M,Male,1988-01-11,,,Denmark,DEN,Wheelchair Rugby,WRU,AARHUS,Denmark,3.0,../../../en/results/wheelchair-rugby/athlete-profile-n1449635-elmholt-morten.htm
ELMIN Alexander,ELMIN A,Male,1991-05-03,BELAYA KALITVA,Russian Federation,RPC,RPC,Athletics,ATH,ROSTOV-NA-DONU,Russian Federation,F35,../../../en/results/athletics/athlete-profile-n1353684-elmin-alexander.htm
ELMLINGER Kelly,ELMLINGER K,Female,1979-07-09,,,United States of America,USA,Triathlon,TRI,"SAN ANTONIO, TX",United States of America,PTS4,../../../en/results/triathlon/athlete-profile-n1691659-elmlinger-kelly.htm
EL-MSELEK Said,EL-MSELEK S,Male,1999-10-15,,,Morocco,MAR,Football 5-a-side,FB5,,,B1,../../../en/results/football-5-a-side/athlete-profile-n1484364-el-mselek-said.htm
ELS Leon,ELS L,Male,1988-02-19,MAFIKENG,South Africa,South Africa,RSA,Wheelchair Tennis,WTE,POTCHEFSTROOM,South Africa,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1361343-els-leon.htm
ELSAYED Youssef,ELSAYED Y,Male,1997-08-20,CAIRO,Egypt,Egypt,EGY,Swimming,SWM,CAIRO,Egypt,"SM3,S3",../../../en/results/swimming/athlete-profile-n1498361-elsayed-youssef.htm
ELSHEBLI Jamil,ELSHEBLI J,Male,1979-04-09,AMMAN,Jordan,Jordan,JOR,Powerlifting,PWL,AMMAN,Jordan,PWL,../../../en/results/powerlifting/athlete-profile-n1358529-elshebli-jamil.htm
ELSHWIKH Hesham,ELSHWIKH H,Male,1975-02-02,CAIRO,Egypt,Egypt,EGY,Sitting Volleyball,VBS,HURGHADA,Egypt,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1706822-elshwikh-hesham.htm
ELZAYAT Mohamed,ELZAYAT M,Male,2001-04-01,,,Egypt,EGY,Taekwondo,TKW,,,K44,../../../en/results/taekwondo/athlete-profile-n1542571-elzayat-mohamed.htm
EMEKSIZ BACAKSIZ Seyma,EMEKSIZ BACAKSIZ S,Female,1993-03-31,,,Turkey,TUR,Taekwondo,TKW,,,K43,../../../en/results/taekwondo/athlete-profile-n1727545-emeksiz-bacaksiz-seyma.htm
EMELIANOV Maksim,EMELIANOV M,Male,1985-02-12,VERYAKUSHI,Russian Federation,RPC,RPC,Swimming,SWM,SHATKI,Russian Federation,"S4,SM4,SB3",../../../en/results/swimming/athlete-profile-n1309704-emelianov-maksim.htm
EMELIANTSEV Viacheslav,EMELIANTSEV V,Male,1994-05-04,YEKATERINBURG,Russian Federation,RPC,RPC,Swimming,SWM,YEKATERINBURG,Russian Federation,S14,../../../en/results/swimming/athlete-profile-n1309705-emeliantsev-viacheslav.htm
EMINOVIC Haris,EMINOVIC H,Male,2001-05-09,BANJA LUKA,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Table Tennis,TTE,BANJA LUKA,Bosnia and Herzegovina,6,../../../en/results/table-tennis/athlete-profile-n1391514-eminovic-haris.htm
EMMERICH Meg,EMMERICH M,Female,1986-10-23,SAO PAULO,Brazil,Brazil,BRA,Judo,JUD,MARINGA,Brazil,B3,../../../en/results/judo/athlete-profile-n1352953-emmerich-meg.htm
EMONG David,EMONG D,Male,1990-09-10,,Uganda,Uganda,UGA,Athletics,ATH,UGANDA,,T46,../../../en/results/athletics/athlete-profile-n1725111-emong-david.htm
ENDROLATH Marlene,ENDROLATH M,Female,2001-03-19,GOPPINGEN,Germany,Germany,GER,Swimming,SWM,BERLIN,Germany,"S13,SB13,SM13",../../../en/results/swimming/athlete-profile-n1334336-endrolath-marlene.htm
ENGE Michal,ENGE M,Male,1985-12-17,KADAN,Czech Republic,Czech Republic,CZE,Athletics,ATH,,,F51,../../../en/results/athletics/athlete-profile-n1443681-enge-michal.htm
ENGEL Taliso,ENGEL T,Male,2002-06-04,LAUF AN DER PEGNITZ,Germany,Germany,GER,Swimming,SWM,NUREMBERG,Germany,"SB13,SM13,S13",../../../en/results/swimming/athlete-profile-n1366443-engel-taliso.htm
ENGELEITER Janne Sophie,ENGELEITER JS,Female,1995-08-18,RATHENOW,Germany,Germany,GER,Athletics,ATH,COTTBUS,Germany,T13,../../../en/results/athletics/athlete-profile-n1400257-engeleiter-janne-sophie.htm
ENKHBAYAR Sodnompiljee,ENKHBAYAR S,Male,1985-08-24,,Mongolia,Mongolia,MGL,Powerlifting,PWL,ULAANBAATAR,Mongolia,PWL,../../../en/results/powerlifting/athlete-profile-n1724914-enkhbayar-sodnompiljee.htm
EN-NOURHI Meryem,EN-NOURHI M,Female,1990-11-06,,,Morocco,MAR,Athletics,ATH,FES,Morocco,T12,../../../en/results/athletics/athlete-profile-n1483999-en-nourhi-meryem.htm
