Medal Won,Athlete Name,First Game,Host Country,Game Name,Year
BRONZE,Douglas RODRIGUEZ GUARDIOLA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Alan MINTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Richard (Tiger) MURUNGA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,John (Jesse) VALDEZ,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,John Marriott KYNOCH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Angelo SCALZONE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Werner LIPPOLDT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Michael BUCHHEIM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Gail NEALL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Leslie CLIFF,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Michael Eugene STAMM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Michael Eugene STAMM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Bradford Paul COOPER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Thomas Edwin BRUCE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Donna Marie GURR,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shane GOULD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shane GOULD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shane GOULD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Shane GOULD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Shane GOULD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Keena Ruth ROTHHAMMER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Keena Ruth ROTHHAMMER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Beverley Joy WHITFIELD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Beverley Joy WHITFIELD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Dana Lee SCHOENFIELD,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Robert Steven GENTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Robert Steven GENTER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Thomas Sean MCBREEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Graham Claud WINDEATT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Werner LAMPE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,John Joseph MURPHY,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Gudrun WEGNER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Catherine L. CARR,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Douglas Dale NORTHWAY,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Bruce Richard ROBERTSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jerry Alan HEIDENREICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Jerry Alan HEIDENREICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Mayumi AOKI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Roswitha BEIER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Alexandra Lynn NEILSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Robin James BACKHAUS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Lynn Ann COLELLA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Doreen Viola Hansen WILBER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Emma GAPCHENKO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,John Chester WILLIAMS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Ann Elizabeth MOORE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Neal SHAPIRO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Robert TAYLOR,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Annelie EHRHARDT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,William David SCHMIDT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Monika ZEHRT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Kathleen HAMMOND,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Wayne Curtis COLLETT,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Vassilka STOEVA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,John AKII-BUA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Ralph Vernon MANN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Rodney Jr. MILBURN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Thomas HILL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Dave WOTTLE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Silvia CHIVAS BARO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Veniamin SOLDATENKO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Hildegard FALCK-JANZE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Niole SABAITE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Vasili KHMELEVSKY,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Lawrence J. BLACK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Hartmut BRIESENICK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Jörg DREHMEL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jan Eric JOHNSON,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Eva SURANOVA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Yuri TARMAK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Stefan JUNGE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Willem RUSKA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Willem RUSKA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Motoki NISHIMURA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Givi ONASHVILI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jean-Claude BRONDANI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Chiaki ISHII,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shinobu SEKINE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Paul BARTH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Takao KAWAGUCHI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Yong Ik KIM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Jean-Jacques MOUNIER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Toyokazu NOMURA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Antoni ZAJKOWSKI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Anatoli NOVIKOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Wolfgang GÜLDENPFENNIG,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Christopher J. TAYLOR,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Gennadi STRAKHOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Rustem KAZAKOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Georgi MARKOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Zagalav ABDULBEKOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Ivan KRASTEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Josip CORAK,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Rahim ALIABADI,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Kiyomi KATO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Arsen ALAKHVERDIEV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Gwong Hyong KIM,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Shamil KHISAMUTDINOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Ognian NIKOLOV,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Daniel Mack GABLE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Kikuo WADA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Anatoli NAZARENKO,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Hideaki YANAGIDA,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Reinhard EIBEN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Reinhold KAUDER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,James Patrick MCEWAN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Angelika BAHMANN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Gisela GROTHAUS,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Magdalena WUNDERLICH,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Siegbert HORN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Norbert SATTLER,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Harald GIMPEL,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Marina JANICKE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Marina JANICKE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
SILVER,Richard Anthony RYDZE,Munich 1972,Federal Republic of Germany,Munich 1972,1972
BRONZE,Craig Howard LINCOLN,Munich 1972,Federal Republic of Germany,Munich 1972,1972
GOLD,Monika HOLZNER-GAWENUS,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Rauno MIETTINEN,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Margit SCHUMANN,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Sven-Aake LUNDBÄCK,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Ulrich WEHLING,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Annemarie MOSER-PROLL,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Annemarie MOSER-PROLL,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Marie-Theres NADIG,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Marie-Theres NADIG,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Ivar FORMO,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Magne MYRMO,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Danièle DEBERNARD,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Bernhard RUSSI,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Rolando THÖNI,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Gustavo THÖNI,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Gustavo THÖNI,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Sten STENSEN,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Sten STENSEN,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Vera KRASNOVA,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Walter STEINER,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Ute RÜHROLD,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Helena SIKOLOVA,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Johs HARVIKEN,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Harald EHRIG,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Wolfram FIEDLER,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Wojciech FORTUNA,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Rainer SCHMIDT,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Atje DEELSTRA,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Atje DEELSTRA,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Atje DEELSTRA,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Anne HENNING,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Anne HENNING,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Barbara COCHRAN,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Susan CORROCK,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Wiltrud DREXEL,Sapporo 1972,Japan,Sapporo 1972,1972
BRONZE,Werner MATTLE,Sapporo 1972,Japan,Sapporo 1972,1972
SILVER,Roland COLLOMBIN,Sapporo 1972,Japan,Sapporo 1972,1972
GOLD,Elena NOVIKOVA-BELOVA,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Viktor SANEEV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Ileana SILAI,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Pavel LEDNEV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Romano GARAGNANI,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Harald VOLLMAR,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Ian Roy BALLINGER,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Heinz MERTEL,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Grigori KOSYKH,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Nikolai PANKIN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Roland MATTHES,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Roland MATTHES,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Gary Jr. HALL,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Nadezhda CHIZHOVA,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Raelene Ann BOYLE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,George Roger WOODS,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Eva JANKO-EGGER,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Janusz KIERZKOWSKI,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Aleksandr SHAPARENKO,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Sawao KATO,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Sawao KATO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Sawao KATO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Eizo KENMOTSU,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Rolando GARBEY,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Calistrat CUTOV,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Petar KIROV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Karin JANZ,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Erika ZUCHOLD,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Akinori NAKAYAMA,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Akinori NAKAYAMA,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Akinori NAKAYAMA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Akinori NAKAYAMA,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Akinori NAKAYAMA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Viktor KLIMENKO,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mikhail VORONIN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Norbert OZIMEK,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Dito SHANIDZE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Yan TALTS,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Xaver KURMANN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Georghi STANKOV,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Francisco BRITO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Zvonimir VUJIN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Ivan MIKAILOV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Enrique REQUEIFEROS BLANCO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Leo RWABWOGO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Günther MEIER,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Manfred WOLKE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,John Henry WRITER,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Vitali PARKHIMOVICH,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Valentin KORNEV,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Konrad WIRNHIER,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Yevgeni PETROV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Lynn Marie VIDALI,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mitchell IVEY,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Mark SPITZ,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mark SPITZ,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Michael Vincent WENDEN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Michael Vincent WENDEN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Felipe MUNOZ,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Mike BURTON,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Mike BURTON,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Eleanor Suzanne DANIEL,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Eleanor Suzanne DANIEL,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Helga LINDNER,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Björn FERM,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Lennox MILLER,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Liselotte (Liesel) WESTERMANN,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,David Peter HEMERY,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Marita LANGE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Barbara Ann FERRELL,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Lawrence Dean YOUNG,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Amos Kipwabok BIWOTT,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Nelson PRUDENCIO,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Miloslava REZKOVA-HUBNER,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Wolfgang NORDWIG,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Bob SEAGREN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Giuseppe GENTILE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Osman DURALIEV,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Jozsef CSATARI,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Ion BACIU,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Miroslav ZEMAN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Hideo FUJIMOTO,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Daniel Sauton ROBIN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Daniel Sauton ROBIN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Nikolai YAKOVENKO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Shamseddin SEYED-ABBASSI,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Simion POPESCU,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Artag TUMURYN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Richard Joseph SANDERS,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Milena DUCHKOVA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Ann Stewart PETERSON,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Bernard Charles WRIGHTSON,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,James Edward HENRY,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Edwin Frank YOUNG,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Keala O'SULLIVAN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Donald Rae BEHM,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Abutaleb GORGORI,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Shigeo NAKATA,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Enyu Dinev TODOROV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Vladimir BAKULIN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Joseph Douglas DUBE,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Karoly BAKOS,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Boris SELITSKY,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Yoshiyuki MIYAKE,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Marek GOLAB,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Jan KURKA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Renart SULEIMANOV,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Thomas Irvin GARRIGUS,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Kurt CZEKALLA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Takeshi KATO,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Larisa PETRIK,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Larisa PETRIK,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Zinaida VORONINA,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Zinaida VORONINA,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Zinaida VORONINA,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Pierfranco VIANELLI,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Leif MORTENSEN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Giordano TURRINI,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Daniel REBILLARD,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Mogens Frey JENSEN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Charlie HICKCOX,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Charlie HICKCOX,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Charlie HICKCOX,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Ronald P. MILLS,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Debbie MEYER,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Debbie MEYER,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Debbie MEYER,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Pamela Jean KRUSE,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Maria Teresa RAMIREZ,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Karen Lynne MORAS,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Alain MOSCONI,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Jane Margo HENNE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Jane Margo HENNE,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Jane Margo HENNE,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Susan Jane PEDERSEN,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Susan Jane PEDERSEN,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Linda Lee GUSTAVSON,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Linda Lee GUSTAVSON,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Elaine TANNER,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Elaine TANNER,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Kaye Marie HALL,Mexico City 1968,Mexico,Mexico City 1968,1968
GOLD,Kaye Marie HALL,Mexico City 1968,Mexico,Mexico City 1968,1968
SILVER,Kenneth Marshall WALSH,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Gregory BROUGH,Mexico City 1968,Mexico,Mexico City 1968,1968
BRONZE,Jane Louise BARKMAN,Mexico City 1968,Mexico,Mexico City 1968,1968
